conversation_id,llm_intent,llm_intent_confidence,llm_sentiment,llm_sent_confidence,llm_entity,llm_entity_category,llm_entity_sentiment,llm_entity_sent_confidence
528c9a03d655bfb71a202845a1f8ee5c,Other,0.5,neutral,0.5,chris vaughn,person,neutral,0.5
528c9a03d655bfb71a202845a1f8ee5c,Other,0.5,neutral,0.5,scarlet,person,positive,0.7
528c9a03d655bfb71a202845a1f8ee5c,Other,0.5,neutral,0.5,tommy rollins,person,negative,0.6
528c9a03d655bfb71a202845a1f8ee5c,Other,0.5,neutral,0.5,referee,person,neutral,0.5
528c9a03d655bfb71a202845a1f8ee5c,Other,0.5,neutral,0.5,red dress,other,positive,0.5
528c9a03d655bfb71a202845a1f8ee5c,Other,0.5,neutral,0.5,white and red wrestling gear,other,neutral,0.5
528c9a03d655bfb71a202845a1f8ee5c,Other,0.5,neutral,0.5,black and gold wrestling attire,other,neutral,0.5
a7e3108387e543b32ebac5766cecd123,Other,0.6,neutral,0.5,python-levenshtein,software,neutral,0.5
c6627a90438cbf832c99227872aa1f9a,General Chat,0.8,neutral,0.9,grammar,product,neutral,0.5
b62d1f9a38dfeda37fed2965d0f522a9,Technical Support,0.9,neutral,0.8,js script,software,positive,0.7
6623e786cb6b3ce262a261e782a23ecd,Product Inquiry,0.6,neutral,0.7,english literature,organization,neutral,0.5
632d9d82ab02c3e514b9414b3e0b0f40,Technical Support,0.9,neutral,0.8,temperature,product,neutral,0.5
50432b76e9376740be2318a417378a5f,Creative Writing,0.9,positive,0.8,weather coloring book images for toddlers,other,neutral,0.5
1bf06c92c8b414675ba366a6546348d6,Other,0.9,negative,0.8,jyssica,person,neutral,0.5
1bf06c92c8b414675ba366a6546348d6,Other,0.9,negative,0.8,atalanta,person,neutral,0.5
1bf06c92c8b414675ba366a6546348d6,Other,0.9,negative,0.8,colosseum of destiny,location,neutral,0.5
1bf06c92c8b414675ba366a6546348d6,Other,0.9,negative,0.8,selènia,organization,neutral,0.5
1bf06c92c8b414675ba366a6546348d6,Other,0.9,negative,0.8,master of ceremonies,person,neutral,0.5
4fb6ff88a7953e07f85093a87daff638,Product Inquiry,0.2,neutral,0.5,dpa v4 dataset,organization,neutral,0.5
83b851c58a8b24d683b46c6488a6bc23,Other,0.5,neutral,0.5,weather,other,neutral,0.5
3bfce9d16988a4e12a9fb9e444ce86f3,Other,0.5,neutral,0.5,carson lueders,person,neutral,0.5
c2db31db5a8376b1297c3b68643930df,Other,0.5,positive,0.8,chris vaughn,person,positive,0.9
c2db31db5a8376b1297c3b68643930df,Other,0.5,positive,0.8,scarlet,person,positive,0.8
c2db31db5a8376b1297c3b68643930df,Other,0.5,positive,0.8,tommy rollins,person,neutral,0.5
c2db31db5a8376b1297c3b68643930df,Other,0.5,positive,0.8,referee,person,neutral,0.5
56b0dddc17c135bdeaba449c01253c0d,General Chat,0.8,positive,0.9,chinese,language,neutral,0.5
6fd0397957cc916d62c3d93101ad8f17,Other,0.5,neutral,0.5,the article,organization,neutral,0.5
efe510a9b269d86e24a6982bb7c6505d,General Chat,0.8,neutral,0.9,cronos blockchain,possible_brand,neutral,0.5
cc2203f5470d48d46bab62f48927d12a,Other,0.5,neutral,0.5,SQL 查询代码,other,neutral,0.5
fa5fe3be0c1d090434c024bdc5e6e22d,General Chat,0.8,neutral,0.9,drug-resistance pathogens,possible_product,neutral,0.5
719947fee25159c57c7089f685bcac83,Other,0.9,neutral,0.8,unitycg.cginc,software,neutral,0.5
fd2bb4c5362becab4635b4cb314ac5b6,Other,0.5,neutral,0.5,mules and men,product,neutral,0.5
fd2bb4c5362becab4635b4cb314ac5b6,Other,0.5,neutral,0.5,zora neale hurston,person,neutral,0.5
a122a7ad9f8f5d432003977ac97565cd,Creative Writing,0.95,positive,0.9,weather coloring book images for toddlers,other,neutral,0.5
ed02ac7610571235a8895b80ff7a1d17,Other,0.5,neutral,0.5,test_df,other,neutral,0.5
76c6830a5f06e071114e9115be46dce6,Creative Writing,0.9,neutral,0.8,afghanistan war,possible_product,neutral,0.5
08b6327c6de120ab0be9a0adda6e3487,Product Inquiry,0.8,positive,0.9,dreamweaver quilt,product,positive,0.9
258615772e69e9f9ca544f84394b01f2,Other,0.8,neutral,0.9,moisturecontrol,software,neutral,0.9
7cf875138a0464ec14eb745303b4432c,Product Inquiry,0.6,neutral,0.8,cats,possible_product,neutral,0.5
710cb9a2363d0876be038b2239b270ff,Product Inquiry,0.9,neutral,0.8,spring boot,software,neutral,0.5
75873b8bab33bc3568325f286be3a1d4,Other,0.5,neutral,0.5,delphi,possible_brand,neutral,0.5
6ccb7b824dfb48fc49fd32dfecbb4739,Creative Writing,0.9,positive,0.9,srishtu,person,positive,0.8
6ccb7b824dfb48fc49fd32dfecbb4739,Creative Writing,0.9,positive,0.9,makhan,person,positive,0.8
1737fa3a5228063a35866afffc25a23a,Other,0.5,neutral,0.5,international monetary relations,concept,neutral,0.5
5b7b223162863b300b186f70e4fb7ff4,Other,0.5,neutral,0.5,document.addeventlistener,software,neutral,0.5
2c5e71f242d7c746202e8156a2b3b525,Technical Support,0.9,neutral,0.8,humiditycontrol,other,neutral,0.5
58f58027698c083e2037a06962c3982f,Product Inquiry,0.8,positive,0.9,america ads,possible_brand,positive,0.9
72e51c646c388d2f8f6cf6b630cc54b6,Product Inquiry,0.6,neutral,0.7,Turnitin,possible_brand,positive,0.8
72e51c646c388d2f8f6cf6b630cc54b6,Product Inquiry,0.6,neutral,0.7,medical image segmentation,other,neutral,0.5
72e51c646c388d2f8f6cf6b630cc54b6,Product Inquiry,0.6,neutral,0.7,simpleitk,software,positive,0.9
72e51c646c388d2f8f6cf6b630cc54b6,Product Inquiry,0.6,neutral,0.7,deep learning,software,positive,0.9
72e51c646c388d2f8f6cf6b630cc54b6,Product Inquiry,0.6,neutral,0.7,MRI,possible_product,neutral,0.5
953d7366e428ed2457a9e79d5b12643e,Other,0.9,neutral,0.8,english literature,organization,neutral,0.5
f0993e8334e4b901b377e2b6fd2731c6,Other,0.5,neutral,0.5,ma language and mind,organization,neutral,0.5
c972c2642a0cd2b24d65359244e63e31,Other,0.5,neutral,0.5,stdio.h,possible_brand,neutral,0.5
872219a3b6aa325b44adf116a8aa912c,General Chat,0.8,neutral,0.9,sojae semen praeparatum,product,neutral,0.5
1373931890bba400cdde9263ebc389a6,Other,0.5,neutral,0.5,duan,person,neutral,0.5
1373931890bba400cdde9263ebc389a6,Other,0.5,neutral,0.5,smote,software,neutral,0.5
1373931890bba400cdde9263ebc389a6,Other,0.5,neutral,0.5,random forest,software,neutral,0.5
1373931890bba400cdde9263ebc389a6,Other,0.5,neutral,0.5,svm,software,neutral,0.5
1373931890bba400cdde9263ebc389a6,Other,0.5,neutral,0.5,power consumption curve,product,neutral,0.5
4cfb855e3b56d655ea0949520120effc,General Chat,0.9,positive,0.9,toefl ibt,software,neutral,0.5
f65c4c09f07f017ce0dcb8dfa9e8ac06,Other,0.5,neutral,0.5,app.py,software,neutral,0.5
cfb87f4e08144978095c6ac27d6a74cb,Technical Support,0.9,neutral,0.8,d3d11,software,neutral,0.9
2f7ed77722e50f26b71aaac970e28101,Technical Support,0.9,neutral,0.8,request,software,neutral,0.5
ec2497d38262b2174196ce6f525ea6a9,Other,0.9,positive,0.8,patricia bertier,person,neutral,0.5
ec2497d38262b2174196ce6f525ea6a9,Other,0.9,positive,0.8,orthopedic pelvic brace,product,positive,0.8
ec2497d38262b2174196ce6f525ea6a9,Other,0.9,positive,0.8,wheelchair,product,positive,0.7
ec2497d38262b2174196ce6f525ea6a9,Other,0.9,positive,0.8,physical therapy,software,positive,0.9
ec2497d38262b2174196ce6f525ea6a9,Other,0.9,positive,0.8,hip spica cast,product,neutral,0.5
830779d5dd57a0119019c047ed13e27b,Other,0.5,negative,0.8,nostalgic dreams,possible_product,positive,0.6
167d92270c07a76e0045763d53bdb57b,Other,0.9,negative,0.8,patricia bertier,person,neutral,0.5
167d92270c07a76e0045763d53bdb57b,Other,0.9,negative,0.8,mysterik,possible_brand,neutral,0.5
167d92270c07a76e0045763d53bdb57b,Other,0.9,negative,0.8,neurotoxin,possible_product,neutral,0.5
aa0cd8c42243a91e290cfc54c0581b29,Other,0.5,neutral,0.5,jon snow,person,neutral,0.5
aa0cd8c42243a91e290cfc54c0581b29,Other,0.5,neutral,0.5,alyx vance,person,neutral,0.5
aa0cd8c42243a91e290cfc54c0581b29,Other,0.5,neutral,0.5,the tower meeting room,location,neutral,0.5
7bcc75a1c732d6ce609cbb8951724988,Product Inquiry,0.9,neutral,0.8,ETFs,product,positive,0.9
75f050cf77b460d72ad4646c8163d8f5,Other,0.9,positive,0.8,kids storytelling app,product,positive,0.8
75f050cf77b460d72ad4646c8163d8f5,Other,0.9,positive,0.8,chat gpt,software,positive,0.9
75f050cf77b460d72ad4646c8163d8f5,Other,0.9,positive,0.8,android 12,location,neutral,0.5
b127ed9015a27bbc799f76c2c3cf93d1,Other,0.5,neutral,0.5,cv2,software,neutral,0.5
502ae53c0dc893fd54e8e26674c70a59,General Chat,0.6,neutral,0.7,radio relay communication lines,possible_product,neutral,0.5
4e0ba1583be39206af039dea1eda3c5c,Other,0.5,neutral,0.5,jon snow,person,neutral,0.5
4e0ba1583be39206af039dea1eda3c5c,Other,0.5,neutral,0.5,darth vader,character,neutral,0.5
c5d02dcac0fd314231d773535379b27c,Other,0.9,neutral,0.8,english literature,organization,neutral,0.5
0c86cc3fb19cf08d94b11c6201f3b14d,Creative Writing,0.8,positive,0.7,saul,possible_brand,neutral,0.5
6702593a04d73d929416a292d939cdf6,Technical Support,0.9,neutral,0.8,instagram,brand,neutral,0.5
6702593a04d73d929416a292d939cdf6,Technical Support,0.9,neutral,0.8,facebook,brand,neutral,0.5
6702593a04d73d929416a292d939cdf6,Technical Support,0.9,neutral,0.8,python3,software,neutral,0.5
fe0733a8481c244f2797f11b03cda62b,Other,0.9,neutral,0.8,optical lines of communication,possible_product,neutral,0.5
067d2f2122144c4cccb6b8edef093354,Creative Writing,0.6,neutral,0.7,Java,software,positive,0.8
067d2f2122144c4cccb6b8edef093354,Creative Writing,0.6,neutral,0.7,friends,person,neutral,0.5
067d2f2122144c4cccb6b8edef093354,Creative Writing,0.6,neutral,0.7,restaurants,possible_store,neutral,0.5
067d2f2122144c4cccb6b8edef093354,Creative Writing,0.6,neutral,0.7,place,location,neutral,0.5
1e684adf1720f0539e30efa524a629f9,Other,0.9,neutral,0.8,the boat,product,neutral,0.5
2359412fcb65cf6720dda885de901d93,Creative Writing,0.9,positive,0.8,chat gpt,software,positive,0.9
2359412fcb65cf6720dda885de901d93,Creative Writing,0.9,positive,0.8,V,person,neutral,0.5
2359412fcb65cf6720dda885de901d93,Creative Writing,0.9,positive,0.8,google play console,organization,neutral,0.5
2359412fcb65cf6720dda885de901d93,Creative Writing,0.9,positive,0.8,android 12,location,neutral,0.5
faa5e9c1a536bd15ff6f3f94499f2a99,Other,0.9,neutral,0.8,arcticfox,possible_brand,positive,0.9
faa5e9c1a536bd15ff6f3f94499f2a99,Other,0.9,neutral,0.8,slye-hicks mx-100,possible_product,positive,0.8
faa5e9c1a536bd15ff6f3f94499f2a99,Other,0.9,neutral,0.8,antarctica,location,neutral,0.5
faa5e9c1a536bd15ff6f3f94499f2a99,Other,0.9,neutral,0.8,alien task force,organization,neutral,0.5
46d30e942b53c0d710ecc2b39c687420,Other,0.9,neutral,0.8,optical lines of communication,possible_product,neutral,0.5
4c3a9383118537f83b1bef1dd5a470d9,Other,0.6,neutral,0.7,american psychiatric association,organization,neutral,0.5
4c3a9383118537f83b1bef1dd5a470d9,Other,0.6,neutral,0.7,diagnostic and statistical manual of mental disorders 5th ed.,product,neutral,0.5
4c3a9383118537f83b1bef1dd5a470d9,Other,0.6,neutral,0.7,addiction center,organization,positive,0.8
4c3a9383118537f83b1bef1dd5a470d9,Other,0.6,neutral,0.7,journal of substance use,organization,positive,0.8
4c3a9383118537f83b1bef1dd5a470d9,Other,0.6,neutral,0.7,partnership to end addiction,organization,positive,0.8
4c3a9383118537f83b1bef1dd5a470d9,Other,0.6,neutral,0.7,samhsa - substance abuse and mental health services administration,organization,positive,0.8
4c3a9383118537f83b1bef1dd5a470d9,Other,0.6,neutral,0.7,facing addiction in america,organization,positive,0.8
4c3a9383118537f83b1bef1dd5a470d9,Other,0.6,neutral,0.7,substance abuse research and treatment,organization,positive,0.8
a2f86feee89e13eb5d1257fa09676e08,General Chat,0.9,neutral,0.8,ai,software,neutral,0.5
b09c3980b13b96e4e1dc3ac4611f1e91,Other,0.9,neutral,0.8,unscentedkalmanfilter,software,neutral,0.5
ac1b9f61b824829b381718e0f5a7ab5d,Other,0.5,negative,0.9,costco wholesale australia pty ltd,brand,neutral,0.5
db18f3bce670b62f5085e8de0e792ea8,Other,0.5,neutral,0.5,ai programming assistant,other,neutral,0.5
3142a2dd900943f6a5f58c303708c242,Technical Support,0.9,neutral,0.8,fx,other,neutral,0.5
2c3857a273c5b5632263864f0c6596a7,Product Inquiry,0.6,neutral,0.7,security alarm systems,product,neutral,0.5
0a8908a80722f00d41b3d6cf80546d03,Other,0.5,neutral,0.5,international monetary relations,possible_product,neutral,0.5
7be5ac0d940c39411dcf97a290f26f80,Other,0.5,neutral,0.5,us man,possible_brand,neutral,0.5
b38da960fc4e0a513441990bff0dad98,General Chat,0.8,positive,0.9,math problems,other,neutral,0.5
b2444f936c4dddaafb1b39657fb1c7a4,Product Inquiry,0.9,neutral,0.8,9 4 2023 22 00 05,other,neutral,0.5
4a7681878e97a13a7e565f74a90866dc,Other,0.9,neutral,0.8,cv2,software,positive,0.9
92c24dc7c33b3dd41e0385e7d62411c0,General Chat,0.8,neutral,0.9,にんとん,possible_product,neutral,0.5
bcb9bd14f3232e924e2ed0b33fe6220a,General Chat,0.6,neutral,0.8,today date,other,neutral,0.5
b8cbd8770cd6d0f74bbdb86ca3b8d50d,Other,0.5,neutral,0.5,clean code,other,neutral,0.5
e0dfd8dc4c360cdb3d53a624e93f0cf1,Other,0.9,neutral,0.8,rey,possible_product,neutral,0.5
e0dfd8dc4c360cdb3d53a624e93f0cf1,Other,0.9,neutral,0.8,ahsoka tano,possible_product,neutral,0.5
e0dfd8dc4c360cdb3d53a624e93f0cf1,Other,0.9,neutral,0.8,star wars,organization,positive,0.8
e0dfd8dc4c360cdb3d53a624e93f0cf1,Other,0.9,neutral,0.8,rise of skywalker,organization,neutral,0.5
e0dfd8dc4c360cdb3d53a624e93f0cf1,Other,0.9,neutral,0.8,second death star,location,neutral,0.5
e0dfd8dc4c360cdb3d53a624e93f0cf1,Other,0.9,neutral,0.8,kef bir,location,neutral,0.5
04e172f04e0775e07475a2560dafa2a6,Creative Writing,0.95,neutral,0.9,caroline,person,neutral,0.8
04e172f04e0775e07475a2560dafa2a6,Creative Writing,0.95,neutral,0.9,marcel,person,neutral,0.8
04e172f04e0775e07475a2560dafa2a6,Creative Writing,0.95,neutral,0.9,otto,person,neutral,0.7
04e172f04e0775e07475a2560dafa2a6,Creative Writing,0.95,neutral,0.9,mireille,person,neutral,0.7
04e172f04e0775e07475a2560dafa2a6,Creative Writing,0.95,neutral,0.9,penelope,person,neutral,0.5
04e172f04e0775e07475a2560dafa2a6,Creative Writing,0.95,neutral,0.9,albert,person,neutral,0.6
04e172f04e0775e07475a2560dafa2a6,Creative Writing,0.95,neutral,0.9,gianluca,person,neutral,0.5
04e172f04e0775e07475a2560dafa2a6,Creative Writing,0.95,neutral,0.9,sabrine,person,neutral,0.5
04e172f04e0775e07475a2560dafa2a6,Creative Writing,0.95,neutral,0.9,commissioner bends,person,neutral,0.6
04e172f04e0775e07475a2560dafa2a6,Creative Writing,0.95,neutral,0.9,mysterik,possible_brand,neutral,0.5
19e58b3d1873d856b075a40c8dcf4107,Other,0.5,neutral,0.5,document,software,neutral,0.5
8be154dcbde9c3fee1ad29b2faba579c,Other,0.9,neutral,0.8,piet,possible_product,neutral,0.5
5a2434363352d8377a9c1de519a52baf,Other,0.5,neutral,0.5,cancer,possible_product,neutral,0.5
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,mark twain,person,positive,0.9
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,the adventures of huckleberry finn,product,positive,0.9
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,sigmund freud,person,positive,0.8
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,james joyce,person,positive,0.8
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,virginia woolf,person,positive,0.8
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,catcher in the rye,product,positive,0.9
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,chinue achebe,person,positive,0.8
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,midnight's children,product,positive,0.9
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,toni morrison,person,positive,0.8
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,the bluest eye,product,positive,0.9
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,arundhati roy,person,positive,0.8
a69d947d834526181d5fa10855648583,Other,0.9,positive,0.8,the god of small things,product,positive,0.9
5dd40834b0fd54df83d41063cf3a0bfb,Product Inquiry,0.9,neutral,0.8,tata winger,product,neutral,0.5
e211481a4b0712141e6027ab1e856398,Technical Support,0.9,neutral,0.8,safari,software,neutral,0.5
23513d581775c592bced38e557197465,Technical Support,0.9,neutral,0.8,poker,product,neutral,0.5
c8d97f02763d872de8745c76dafda89f,Creative Writing,0.9,neutral,0.8,victorian era,location,neutral,0.5
72a99d16fd7af023edc5657f5e4aa4d7,General Chat,0.9,neutral,0.8,jabba the hutt,character,neutral,0.5
c8beb392aa59e90648327771eaf3a0cd,Product Inquiry,0.9,neutral,0.8,manuka honey,product,positive,0.9
c8beb392aa59e90648327771eaf3a0cd,Product Inquiry,0.9,neutral,0.8,manuka plant leptospermum scoparium,possible_brand,neutral,0.5
c8beb392aa59e90648327771eaf3a0cd,Product Inquiry,0.9,neutral,0.8,new zealand,location,neutral,0.5
c8beb392aa59e90648327771eaf3a0cd,Product Inquiry,0.9,neutral,0.8,a range of bacteria,other,neutral,0.5
6b2ae6a0a9c5f5386a5ed1651ca3fb4f,Other,0.5,neutral,0.5,anti fraud education,other,neutral,0.5
8913e98c86ca30fdc20dceeaf7b288f4,General Chat,0.6,neutral,0.7,you,person,neutral,0.5
7ac1a6f94b5fc5d83679086dbef5cd90,Creative Writing,0.9,neutral,0.8,arya stark,person,neutral,0.5
7ac1a6f94b5fc5d83679086dbef5cd90,Creative Writing,0.9,neutral,0.8,game of thrones,organization,neutral,0.5
7ac1a6f94b5fc5d83679086dbef5cd90,Creative Writing,0.9,neutral,0.8,the hound,person,neutral,0.5
7ac1a6f94b5fc5d83679086dbef5cd90,Creative Writing,0.9,neutral,0.8,sansa,person,neutral,0.5
7ac1a6f94b5fc5d83679086dbef5cd90,Creative Writing,0.9,neutral,0.8,winterfell,location,neutral,0.5
7ac1a6f94b5fc5d83679086dbef5cd90,Creative Writing,0.9,neutral,0.8,walder frey,person,neutral,0.5
7ac1a6f94b5fc5d83679086dbef5cd90,Creative Writing,0.9,neutral,0.8,night king,person,neutral,0.5
7ac1a6f94b5fc5d83679086dbef5cd90,Creative Writing,0.9,neutral,0.8,jon snow,person,neutral,0.5
7ac1a6f94b5fc5d83679086dbef5cd90,Creative Writing,0.9,neutral,0.8,daenerys,person,neutral,0.5
afd33e3daaed7ebd932adbebff48b500,General Chat,0.9,neutral,0.8,coronavirus pandemic,other,negative,0.9
cb3b8ad6b157869534ca55a89e02bcc5,Creative Writing,0.9,positive,0.8,tinder,software,neutral,0.5
fc5cbefc46d998b4ffb72984c94f809c,Creative Writing,0.95,neutral,0.6,alice flamand,person,positive,0.8
fc5cbefc46d998b4ffb72984c94f809c,Creative Writing,0.95,neutral,0.6,commissioner ciani,person,neutral,0.5
fc5cbefc46d998b4ffb72984c94f809c,Creative Writing,0.95,neutral,0.6,marcel,person,neutral,0.5
fc5cbefc46d998b4ffb72984c94f809c,Creative Writing,0.95,neutral,0.6,mansion,location,neutral,0.5
fc5cbefc46d998b4ffb72984c94f809c,Creative Writing,0.95,neutral,0.6,garden,location,positive,0.7
fc5cbefc46d998b4ffb72984c94f809c,Creative Writing,0.95,neutral,0.6,trench coat,clothing,neutral,0.5
fc5cbefc46d998b4ffb72984c94f809c,Creative Writing,0.95,neutral,0.6,pistol,product,neutral,0.5
fc5cbefc46d998b4ffb72984c94f809c,Creative Writing,0.95,neutral,0.6,scarred torso stump,other,negative,0.8
00579e1eac22fb8b03b6d577afcdc826,Other,0.5,neutral,0.5,document.addeventlistener domcontentloaded,other,neutral,0.5
bc306b9185894009f276628913b4e66f,Other,0.9,negative,0.8,leon s. kennedy,person,neutral,0.5
bc306b9185894009f276628913b4e66f,Other,0.9,negative,0.8,chris redfield,person,neutral,0.5
bc306b9185894009f276628913b4e66f,Other,0.9,negative,0.8,claire,person,neutral,0.5
bc306b9185894009f276628913b4e66f,Other,0.9,negative,0.8,ada wong,person,positive,0.6
1fb7fba22c4e1f55b48a07d2c076a2be,Technical Support,0.9,neutral,0.8,dogot,possible_brand,neutral,0.5
d27d04d951c78a0c4369b2048b66b56f,Technical Support,0.9,neutral,0.8,delphi,software,neutral,0.5
88b2311597d900a87a53cc17ee94e26e,Creative Writing,0.95,neutral,0.8,alice flamand,person,positive,0.9
88b2311597d900a87a53cc17ee94e26e,Creative Writing,0.95,neutral,0.8,commissioner ciani,person,neutral,0.5
88b2311597d900a87a53cc17ee94e26e,Creative Writing,0.95,neutral,0.8,marcel,person,neutral,0.5
88b2311597d900a87a53cc17ee94e26e,Creative Writing,0.95,neutral,0.8,mansion,location,neutral,0.5
88b2311597d900a87a53cc17ee94e26e,Creative Writing,0.95,neutral,0.8,garden,location,positive,0.8
88b2311597d900a87a53cc17ee94e26e,Creative Writing,0.95,neutral,0.8,small pistol,product,neutral,0.5
88b2311597d900a87a53cc17ee94e26e,Creative Writing,0.95,neutral,0.8,trench coat,clothing,neutral,0.5
a2de368674d1377c9f82e7a3e9eda55f,Technical Support,0.9,neutral,0.8,vico,possible_brand,neutral,0.5
a2de368674d1377c9f82e7a3e9eda55f,Technical Support,0.9,neutral,0.8,patrykandpatrick,possible_brand,neutral,0.5
a2de368674d1377c9f82e7a3e9eda55f,Technical Support,0.9,neutral,0.8,android,location,neutral,0.5
a2de368674d1377c9f82e7a3e9eda55f,Technical Support,0.9,neutral,0.8,jetpack compose,software,neutral,0.5
ded44c1340ed4152f2f36c7fae126183,Other,0.5,neutral,0.5,season 8,possible_product,neutral,0.5
08f6980ca500b3782f518db73d7f649c,Other,0.5,neutral,0.5,international currency systems,other,neutral,0.5
0821bac652e1ce86960ab1340f712416,General Chat,0.8,neutral,0.9,total number greater than 5,other,neutral,0.5
6b569b277c85a1a78cd94cd850703bee,Technical Support,0.8,neutral,0.6,xgboost,software,neutral,0.5
ccf349163256af545777670b38061b87,General Chat,0.8,neutral,0.9,jay chow,person,positive,0.8
353cf47e447a1060bb20cc852ce409ae,Other,0.9,neutral,0.8,u.s.s.r.,organization,neutral,0.5
bb677fcce0cde6db039200293b728d48,Other,0.5,positive,0.8,patricia bertier,person,neutral,0.5
bb677fcce0cde6db039200293b728d48,Other,0.5,positive,0.8,orthopedic pelvic brace,product,positive,0.8
bb677fcce0cde6db039200293b728d48,Other,0.5,positive,0.8,hip spica cast,product,neutral,0.5
bb677fcce0cde6db039200293b728d48,Other,0.5,positive,0.8,wheelchair,product,positive,0.8
bb677fcce0cde6db039200293b728d48,Other,0.5,positive,0.8,physical therapy,service,positive,0.8
a8526e743e42c2bc6459d94dfb6bebbd,Product Inquiry,0.8,neutral,0.6,seller central help,product,neutral,0.5
ddd3aa395b43dda86e26223667e7b07a,Creative Writing,0.9,neutral,0.8,gendry,person,neutral,0.5
ddd3aa395b43dda86e26223667e7b07a,Creative Writing,0.9,neutral,0.8,arya,person,neutral,0.5
ddd3aa395b43dda86e26223667e7b07a,Creative Writing,0.9,neutral,0.8,game of thrones,organization,neutral,0.5
261f0691e0d804434f2b5724875a2557,Product Inquiry,0.9,neutral,0.8,instagram,brand,positive,0.9
261f0691e0d804434f2b5724875a2557,Product Inquiry,0.9,neutral,0.8,facebook api,software,neutral,0.5
261f0691e0d804434f2b5724875a2557,Product Inquiry,0.9,neutral,0.8,python3,software,neutral,0.5
d92a84a6fafa33fddcba003cc84e878b,Creative Writing,0.9,positive,0.8,ryan,person,positive,0.8
d92a84a6fafa33fddcba003cc84e878b,Creative Writing,0.9,positive,0.8,irish estate,location,neutral,0.5
d92a84a6fafa33fddcba003cc84e878b,Creative Writing,0.9,positive,0.8,father o'sullivan,person,positive,0.7
d92a84a6fafa33fddcba003cc84e878b,Creative Writing,0.9,positive,0.8,leprechaun,other,neutral,0.5
d92a84a6fafa33fddcba003cc84e878b,Creative Writing,0.9,positive,0.8,chris o'dowd,person,positive,0.9
43d3a64549ac59f99407b3ceae26bb7c,Technical Support,0.9,neutral,0.8,filterpy,software,neutral,0.5
1a595f1ce0e3ba14f4cf765cf79f6ae7,General Chat,0.8,positive,0.7,honey,product,positive,0.8
7b1002d8b115bedd0092b2bf8501852f,General Chat,0.8,neutral,0.9,gpt4,possible_product,neutral,0.5
30083cadeb79199ec05827ae217b6577,General Chat,0.9,neutral,0.8,100,possible_product,neutral,0.5
60212edd8665ddf62f83c1a92cdd76d0,Other,0.8,positive,0.9,community manager,possible_role,neutral,0.5
391286fb902cf3ef3a2b766b295ee531,General Chat,0.8,negative,0.9,anxiety,other,negative,0.9
0102d6cac85a96de602b9271f6cc216d,Product Inquiry,0.9,neutral,0.8,重疾险,product,positive,0.7
4c09d5e79e2156dded60f647267a0e0c,Other,0.5,neutral,0.5,drug resistance,other,neutral,0.5
2242eac06fc1842b6e47c6867037c26c,Other,0.5,neutral,0.5,international monetary system,other,neutral,0.5
72addbf5f4febc6b68d7156a0d17b8b2,Other,0.9,neutral,0.8,piet compiler,software,neutral,0.5
4b28727e3b204ebecaed3ca9b14ee856,Product Inquiry,0.6,positive,0.8,cherry freezing technology,possible_product,positive,0.9
0a7c22ffc8a32801c25d80b6a86fbb98,Other,0.5,neutral,0.5,cybernetic transposition technique,other,neutral,0.5
d1dacfda07ecae83703db3c1ae1247c6,Technical Support,0.9,neutral,0.8,godot,software,neutral,0.5
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,web development,software,positive,0.8
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,appsumo,possible_store,positive,0.7
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,gumroad,possible_store,positive,0.7
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,smartcents,possible_store,positive,0.7
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,themeforest,possible_store,positive,0.7
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,codecanyon,possible_store,positive,0.7
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,udemy,possible_store,positive,0.7
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,skillshare,possible_store,positive,0.7
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,youtube,possible_store,positive,0.7
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,siteground hosting,possible_product,positive,0.7
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,elementor,possible_product,positive,0.7
0ad184e631e37ffe141254b556bcc7f0,Creative Writing,0.6,neutral,0.7,generatepress,possible_product,positive,0.7
